comment,confidence,description,domainelement_pk,frequency,id,jsondata,markup_description,name,pk,source,sub_case,value_float,valueset_pk,year
But commonly Fm elsewhere in Lebanon,,,152,1.0,EA009-Cj7-1,{},,Monogamous (1950) [with special reference to the village of Munsif],21820,,with special reference to the village of Munsif,,21112,1950
,,,152,1.0,EA009-Cj8-1,{},,Monogamous (1930) [with special reference to those of Mount Carmel in Israel],21821,,with special reference to those of Mount Carmel in Israel,,21113,1930
,,,152,1.0,EA009-Ea12-1,{},,Monogamous (1940),21826,,,,21118,1940
,,,152,1.0,EA009-Ea13-1,{},,Monogamous (1950) [Mohla Village],21827,,Mohla Village,,21119,1950
,,,152,1.0,EA009-Eb3-1,{},,Monogamous (1940) [Narobanchin Territory],21837,,Narobanchin Territory,,21129,1940
,,,152,1.0,EA009-Eb4-1,{},,Monogamous (1940) [with special reference to the Botaha area],21838,,with special reference to the Botaha area,,21130,1940
,,,152,1.0,EA009-Eb7-1,{},,Monogamous (1930),21841,,,,21133,1930
,,,152,1.0,EA009-Ec8-1,{},,Monogamous (1900),21852,,,,21144,1900
,,,152,1.0,EA009-Ed1-1,{},,Monogamous (1950) [Kanghwa Island],21854,,Kanghwa Island,,21146,1950
,,,152,1.0,EA009-Ed10-1,{},,Monogamous (1930) [with special reference to the village of Taitou],21855,,with special reference to the village of Taitou,,21147,1930
,,,152,1.0,EA009-Ed13-1,{},,Monogamous (1940) [with special reference to the town of Kabira],21856,,with special reference to the town of Kabira,,21148,1940
,,,152,1.0,EA009-Ed15a-1,{},,Monogamous (1950) [with special reference to the village of Karimata],21858,,with special reference to the village of Karimata,,21150,1950
,,,152,1.0,EA009-Ed15b-1,{},,"Monogamous (1936) [Kaihsienkung Village, Chekiang]",21859,,"Kaihsienkung Village, Chekiang",,21151,1936
,,,152,1.0,EA009-Ed3-1,{},,Monogamous (1920) [Aigun District],21862,,Aigun District,,21154,1920
,,,152,1.0,EA009-Ed5-1,{},,Monogamous (1950) [Okayama],21864,,Okayama,,21156,1950
,,,152,1.0,EA009-Ed7-1,{},,Monogamous (1950),21866,,,,21158,1950
,,,152,1.0,EA009-Eg1-1,{},,Monogamous (1940) [with special reference to the forest group],21887,,with special reference to the forest group,,21179,1940
"But formerly code ""7"", independent polyandrous families",,,152,1.0,EA009-Eg5-1,{},,Monogamous (1930),21896,,,,21188,1930
,,,152,1.0,EA009-Eg7-1,{},,Monogamous (1930) [with special reference to the Pauri or Hill Bhuiya],21898,,with special reference to the Pauri or Hill Bhuiya,,21190,1930
,,,152,1.0,EA009-Eh1-1,{},,Monogamous (1870),21901,,,,21193,1870
,,,152,1.0,EA009-Eh4-1,{},,Monogamous (1900) [with special reference to the Rock Vedda],21905,,with special reference to the Rock Vedda,,21197,1900
But extended families are often found in well-to-do families,,,152,1.0,EA009-Eh6-1,{},,Monogamous (1950) [with special reference to the Kandyan Sinhalese],21907,,with special reference to the Kandyan Sinhalese,,21199,1950
,,,152,1.0,EA009-Ei13-1,{},,Monogamous (1910),21915,,,,21207,1910
,,,152,1.0,EA009-Ei14-1,{},,Monogamous (1920) [with special reference to the Chongli],21916,,with special reference to the Chongli,,21208,1920
"Often these monogamous units live as minimal (stem) extended families (i.e., related variable EA008 would be code ""6"")",,,152,1.0,EA009-Ei3-1,{},,Monogamous (1950) [Nondwin Village],21924,,Nondwin Village,,21216,1950
But large communal dwellings in many hill sections,,,152,1.0,EA009-Ei7-1,{},,Monogamous (1910),21928,,,,21220,1910
,,,152,1.0,EA009-Ei8-1,{},,Monogamous (1900) [with special reference to those of the Jaintia Hills],21929,,with special reference to those of the Jaintia Hills,,21221,1900
,,,152,1.0,EA009-Ej12-1,{},,Monogamous (1960),21934,,,,21226,1960
,,,152,1.0,EA009-Ia1-1,{},,Monogamous (1930) [Atayal Tribe (but exdluding Sedeq)],21947,,Atayal Tribe (but exdluding Sedeq),,21239,1930
,,,152,1.0,EA009-Ia10-1,{},,Monogamous (1930),21948,,,,21240,1930
,,,152,1.0,EA009-Ia11-1,{},,Monogamous (1930),21949,,,,21241,1930
,,,152,1.0,EA009-Ia12-1,{},,Monogamous (1950),21950,,,,21242,1950
,,,152,1.0,EA009-Ia13-1,{},,Monogamous (1960) [Tawi-Tawi and adjacent islands],21951,,Tawi-Tawi and adjacent islands,,21243,1960
,,,152,1.0,EA009-Ia14-1,{},,Monogamous (1930),21952,,,,21244,1930
,,,152,1.0,EA009-Ia16-1,{},,Monogamous (1910) [with special reference to the northern Kalinga],21954,,with special reference to the northern Kalinga,,21246,1910
,,,152,1.0,EA009-Ia18-1,{},,Monogamous (1950) [with special reference to the village of Manland in western Negros],21956,,with special reference to the village of Manland in western Negros,,21248,1950
,,,152,1.0,EA009-Ia2-1,{},,Monogamous (1950),21957,,,,21249,1950
,,,152,1.0,EA009-Ia3-1,{},,Monogamous (1920) [Kiangan Group],21958,,Kiangan Group,,21250,1920
,,,152,1.0,EA009-Ia8-1,{},,Monogamous (1900),21963,,,,21255,1900
,,,152,1.0,EA009-Ia9-1,{},,Monogamous (1930) [with special reference to the southern Ami],21964,,with special reference to the southern Ami,,21256,1930
,,,152,1.0,EA009-Ib1-1,{},,"Monogamous (1950) [Ulu Ai Group, Baleh]",21965,,"Ulu Ai Group, Baleh",,21257,1950
,,,152,1.0,EA009-Ib7-1,{},,Monogamous (1920) [with special reference to those of North Pageh],21971,,with special reference to those of North Pageh,,21263,1920
,,,152,1.0,EA009-Ic10-1,{},,Monogamous (1910) [Tobelo District],21975,,Tobelo District,,21267,1910
,,,152,1.0,EA009-Ic11-1,{},,Monogamous (1950) [Allang],21976,,Allang,,21268,1950
,,,152,1.0,EA009-Ic12-1,{},,Monogamous (1951) [with special reference to the village of Rarak in Western Sumbawa],21977,,with special reference to the village of Rarak in Western Sumbawa,,21269,1951
,,,152,1.0,EA009-Ic5-1,{},,Monogamous (1910) [Bare'e subgroup],21981,,Bare'e subgroup,,21273,1910
But the sexes live segregated in men's and women's houses,,,152,1.0,EA009-Ie19-1,{},,Monogamous (1910) [with special reference to the coastal inhabitants],22007,,with special reference to the coastal inhabitants,,21299,1910
,,,152,1.0,EA009-Ie21-1,{},,Monogamous (1900),22010,,,,21302,1900
,,,152,1.0,EA009-Ie27-1,{},,Monogamous (1910),22016,,,,21308,1910
,,,152,1.0,EA009-Ie30-1,{},,Monogamous (1950),22020,,,,21312,1950
"But aboriginally code ""4"" (polygynous, with non-sororal co-wives in same dwelling)",,,152,1.0,EA009-Ie32-1,{},,Monogamous (1964),22022,,,,21314,1964
,,,152,1.0,EA009-If10-1,{},,Monogamous (1940),22037,,,,21329,1940
,,,152,1.0,EA009-If12-1,{},,Monogamous (1940),22039,,,,21331,1940
"But code ""1"" today (independent nuclear family, monogamous)",,,152,1.0,EA009-If15-1,{},,Monogamous (1930),22042,,,,21334,1930
,,,152,1.0,EA009-If16-1,{},,Monogamous (1960),22043,,,,21335,1960
,,,152,1.0,EA009-If2-1,{},,Monogamous (1940) [Romonum Island],22045,,Romonum Island,,21337,1940
Polygyny was formerly common among chiefs,,,152,1.0,EA009-If3-1,{},,Monogamous (1940) [With special reference to the inhabitants of Majuro],22046,,With special reference to the inhabitants of Majuro,,21338,1940
,,,152,1.0,EA009-If4-1,{},,Monogamous (1940) [with special reference to the inhabitants of Ifaluk atoll],22047,,with special reference to the inhabitants of Ifaluk atoll,,21339,1940
,,,152,1.0,EA009-If6-1,{},,Monogamous (1910) [Island],22049,,Island,,21341,1910
,,,152,1.0,EA009-If8-1,{},,Monogamous (1950) [with special reference to those of Saipa],22051,,with special reference to those of Saipa,,21343,1950
,,,152,1.0,EA009-If9-1,{},,Monogamous (1900),22052,,,,21344,1900
,,,152,1.0,EA009-Ig20-1,{},,Monogamous (1920) [with special reference to the village of Longgu],22061,,with special reference to the village of Longgu,,21353,1920
,,,152,1.0,EA009-Ig5-1,{},,Monogamous (1920),22065,,,,21357,1920
,,,152,1.0,EA009-Ih6-1,{},,Monogamous (1890),22078,,,,21370,1890
,,,152,1.0,EA009-Ii3-1,{},,Monogamous (1930),22088,,,,21380,1930
But polygyny was formerly common,,,152,1.0,EA009-Na1-1,{},,Monogamous (1930),22105,,,,21397,1930
,,,152,1.0,EA009-Na11-1,{},,Monogamous (1920),22106,,,,21398,1920
"Formerly occasional polygyny was practiced (code ""2""), with families organized as small extended families (related variable EA008 code ""7"")",,,152,1.0,EA009-Na25-1,{},,Monogamous (1910) [with special reference to the inhabitants of the Egesminde District],22120,,with special reference to the inhabitants of the Egesminde District,,21412,1910
,,,152,1.0,EA009-Na3-1,{},,Monogamous (1920) [Coronation Gulf],22125,,Coronation Gulf,,21417,1920
,,,152,1.0,EA009-Na4-1,{},,Monogamous (1920) [Upper Liard and Dease River Group],22136,,Upper Liard and Dease River Group,,21428,1920
,,,152,1.0,EA009-Nc19-1,{},,Monogamous (1860) [with special reference to those near Santa Rosa],22196,,with special reference to those near Santa Rosa,,21488,1860
,,,152,1.0,EA009-Nc2-1,{},,Monogamous (1850),22197,,,,21489,1850
,,,152,1.0,EA009-Nc20-1,{},,Monogamous (1860),22198,,,,21490,1860
,,,152,1.0,EA009-Nc21-1,{},,Monogamous (1860),22199,,,,21491,1860
,,,152,1.0,EA009-Nc27-1,{},,Monogamous (1860),22205,,,,21497,1860
Not specifically reported; inferred from the adjacent Tasiget Paiute,,,152,1.0,EA009-Nd26-1,{},,Monogamous (1870),22238,,,,21530,1870
,,,152,1.0,EA009-Nd54-1,{},,Monogamous (1860) [Colorado River Reservation],22269,,Colorado River Reservation,,21561,1860
,,,152,1.0,EA009-Ng1-1,{},,Monogamous (1640) [Bear and Cord Subtribes],22321,,Bear and Cord Subtribes,,21613,1640
,,,152,1.0,EA009-Ng10-1,{},,Monogamous (1750) [with special reference to the Seneca tribe],22322,,with special reference to the Seneca tribe,,21614,1750
,,,152,1.0,EA009-Ng2-1,{},,Monogamous (1940) [with special reference to the Cow Creek band],22327,,with special reference to the Cow Creek band,,21619,1940
,,,152,1.0,EA009-Nh10-1,{},,Monogamous (1920),22336,,,,21628,1920
,,,152,1.0,EA009-Nh11-1,{},,Monogamous (1900) [with special reference to the pueblo of San Ildefonso],22337,,with special reference to the pueblo of San Ildefonso,,21629,1900
,,,152,1.0,EA009-Nh12-1,{},,Monogamous (1920),22338,,,,21630,1920
,,,152,1.0,EA009-Nh13-1,{},,Monogamous (1920),22339,,,,21631,1920
,,,152,1.0,EA009-Nh14-1,{},,Monogamous (1920),22340,,,,21632,1920
,,,152,1.0,EA009-Nh18-1,{},,Monogamous (1920) [Old Oraiibi],22344,,Old Oraiibi,,21636,1920
,,,152,1.0,EA009-Nh2-1,{},,Monogamous (1950),22346,,,,21638,1950
,,,152,1.0,EA009-Nh22-1,{},,Monogamous (1860),22349,,,,21641,1860
,,,152,1.0,EA009-Nh24-1,{},,Monogamous (1880),22351,,,,21643,1880
,,,152,1.0,EA009-Nh25-1,{},,Monogamous (1920),22352,,,,21644,1920
,,,152,1.0,EA009-Nh26-1,{},,Monogamous (1910),22353,,,,21645,1910
,,,152,1.0,EA009-Nh27-1,{},,Monogamous (1930),22354,,,,21646,1930
,,,152,1.0,EA009-Nh4-1,{},,Monogamous (1910) [Pueblo],22356,,Pueblo,,21648,1910
,,,152,1.0,EA009-Nh6-1,{},,Monogamous (1890),22358,,,,21650,1890
,,,152,1.0,EA009-Nh7-1,{},,Monogamous (1890),22359,,,,21651,1890
,,,152,1.0,EA009-Nh8-1,{},,Monogamous (1920),22360,,,,21652,1920
,,,152,1.0,EA009-Nh9-1,{},,Monogamous (1920),22361,,,,21653,1920
,,,152,1.0,EA009-Ni4-1,{},,Monogamous (1900),22365,,,,21657,1900
,,,152,1.0,EA009-Ni5-1,{},,Monogamous (1570),22366,,,,21658,1570
,,,152,1.0,EA009-Ni8-1,{},,Monogamous (1550),22369,,,,21661,1550
,,,152,1.0,EA009-Nj1-1,{},,Monogamous (1940) [Ojitlan],22370,,Ojitlan,,21662,1940
,,,152,1.0,EA009-Nj10-1,{},,Monogamous (1940) [mountain village of Yalagag],22371,,mountain village of Yalagag,,21663,1940
,,,152,1.0,EA009-Nj11-1,{},,Monogamous,22372,,,,21664,
,,,152,1.0,EA009-Nj6-1,{},,Monogamous (1950) [with special reference to San Mateo],22376,,with special reference to San Mateo,,21668,1950
,,,152,1.0,EA009-Nj7-1,{},,Monogamous (1930) [with special reference to Ayutla],22377,,with special reference to Ayutla,,21669,1930
,,,152,1.0,EA009-Sa11-1,{},,Monogamous (1880),22382,,,,21674,1880
,,,152,1.0,EA009-Sa15-1,{},,Monogamous (1920),22386,,,,21678,1920
"Extended families, though considered the ideal, constitute only 35 per cent of all households",,,152,1.0,EA009-Sa17-1,{},,Monogamous (1950) [with special reference to the village of Chinantla],22388,,with special reference to the village of Chinantla,,21680,1950
,,,152,1.0,EA009-Sa3-1,{},,Monogamous (1930),22390,,,,21682,1930
,,,152,1.0,EA009-Sa4-1,{},,Monogamous (1960) [with special reference to those of Panama],22391,,with special reference to those of Panama,,21683,1960
"But today code ""2"", independent nuclear families with occasional polygyny",,,152,1.0,EA009-Sa5-1,{},,Monogamous (1950),22392,,,,21684,1950
,,,152,1.0,EA009-Sa6-1,{},,Monogamous (1520),22393,,,,21685,1520
,,,152,1.0,EA009-Sa8-1,{},,Monogamous (1930) [with special reference to the village of Santiago Chimaltenango],22395,,with special reference to the village of Santiago Chimaltenango,,21687,1930
,,,152,1.0,EA009-Sc9-1,{},,Monogamous (1950),22423,,,,21715,1950
,,,152,1.0,EA009-Sd2-1,{},,Monogamous (1930),22425,,,,21717,1930
,,,152,1.0,EA009-Sd3-1,{},,Monogamous (1920),22426,,,,21718,1920
But an entire settlement occupies a communal dwelling,,,152,1.0,EA009-Se4-1,{},,Monogamous (1940),22439,,,,21731,1940
,,,152,1.0,EA009-Se7-1,{},,Monogamous (1950) [a mestizo group in lowland Bolivia],22442,,a mestizo group in lowland Bolivia,,21734,1950
Only the higher social strata practiced polygyny,,,152,1.0,EA009-Sf1-1,{},,Monogamous (1530) [City and environs of Cuzco],22445,,City and environs of Cuzco,,21737,1530
,,,152,1.0,EA009-Sf2-1,{},,Monogamous (1940) [Chucuito Clan community in Peru],22446,,Chucuito Clan community in Peru,,21738,1940
,,,152,1.0,EA009-Sf3-1,{},,Monogamous (1910) [Rio Cayapas Basin],22447,,Rio Cayapas Basin,,21739,1910
,,,152,1.0,EA009-Sh5-1,{},,Monogamous (1910),22463,,,,21755,1910
,,,152,1.0,EA009-Sh6-1,{},,Monogamous (1890),22464,,,,21756,1890
"But formerly code ""2"", occasional polygyny",,,152,1.0,EA009-Sj10-1,{},,Monogamous (1950) [Taquapiri],22477,,Taquapiri,,21769,1950
,,,152,1.0,EA009-Sj4-1,{},,Monogamous (1930) [Ramcocamecra or Canella],22481,,Ramcocamecra or Canella,,21773,1930
,,,152,1.0,EA009-Sj7-1,{},,Monogamous (1920),22484,,,,21776,1920
,,,152,1.0,EA009-Sj9-1,{},,Monogamous (1950),22486,,,,21778,1950
,,,152,1.0,EA009-ch13-1,{},,Monogamous (1894) [with special reference to the Glazovskij Uezd Besermyan],22488,,with special reference to the Glazovskij Uezd Besermyan,,21780,1894
,,,152,1.0,EA009-ch14-1,{},,Monogamous (1908) [with special reference to the Virjal group],22489,,with special reference to the Virjal group,,21781,1908
,,,152,1.0,EA009-ch15-1,{},,Monogamous (1895) [with special reference to those of the Boklinskij Uezd],22490,,with special reference to those of the Boklinskij Uezd,,21782,1895
,,,152,1.0,EA009-ch16-1,{},,Monogamous (1908) [with special reference to the Valkskij Uezd],22491,,with special reference to the Valkskij Uezd,,21783,1908
,,,152,1.0,EA009-ch17-1,{},,Monogamous (1894) [with special reference to those of the Benderskij Uezd],22492,,with special reference to those of the Benderskij Uezd,,21784,1894
,,,152,1.0,EA009-ch18-1,{},,"Monogamous (1927) [with special reference to those of the Kingisepp Rajon, the Leningrad Region]",22493,,"with special reference to those of the Kingisepp Rajon, the Leningrad Region",,21785,1927
,,,152,1.0,EA009-ch19-1,{},,Monogamous (1874) [with special reference to the Livvikjoj group of the Olonetskij Uezd],22494,,with special reference to the Livvikjoj group of the Olonetskij Uezd,,21786,1874
,,,152,1.0,EA009-ch21-1,{},,Monogamous (1881) [with special reference to the Vidzeme group],22496,,with special reference to the Vidzeme group,,21788,1881
,,,152,1.0,EA009-ch23-1,{},,Monogamous (1905) [with special reference to those of the Vilenskaja Gubernija],22498,,with special reference to those of the Vilenskaja Gubernija,,21790,1905
,,,152,1.0,EA009-ch24-1,{},,Monogamous (1847) [with special reference to the Northwest Courland],22499,,with special reference to the Northwest Courland,,21791,1847
,,,152,1.0,EA009-ch25-1,{},,Monogamous (1900) [with special reference to the Beletskij Uezd],22500,,with special reference to the Beletskij Uezd,,21792,1900
,,,152,1.0,EA009-ch26-1,{},,Monogamous (1890) [with special reference to those of the Sarapul'skij Uezd],22501,,with special reference to those of the Sarapul'skij Uezd,,21793,1890
,,,152,1.0,EA009-ch27-1,{},,Monogamous (1900) [with special reference to the Petrozavodskij Uezd Veps],22502,,with special reference to the Petrozavodskij Uezd Veps,,21794,1900
,,,152,1.0,EA009-ch28-1,{},,Monogamous (1900) [with special reference to those of the Yamburg Uezd],22503,,with special reference to those of the Yamburg Uezd,,21795,1900
,,,152,1.0,EA009-ec15-1,{},,Monogamous (1880) [Middle Northern Sos'va group],22507,,Middle Northern Sos'va group,,21799,1880
,,,152,1.0,EA009-ec16-1,{},,Monogamous (1890) [Barguzin group],22508,,Barguzin group,,21800,1890
,,,153,1.0,EA009-Aa1-1,{},,Limited polygyny (1950) [Nyai Nyae region],21257,,Nyai Nyae region,,20549,1950
,,,153,1.0,EA009-Aa3-1,{},,Limited polygyny (1840) [Gei/Khauan tribe],21259,,Gei/Khauan tribe,,20551,1840
,,,153,1.0,EA009-Aa5-1,{},,"Limited polygyny (1930) [Epulu net-hunters, Ituri forest]",21261,,"Epulu net-hunters, Ituri forest",,20553,1930
,,,153,1.0,EA009-Aa6-1,{},,Limited polygyny (1920),21262,,,,20554,1920
Polygyny is preferably sororal,,,153,1.0,EA009-Aa7-1,{},,Limited polygyny (1910),21263,,,,20555,1910
,,,153,1.0,EA009-Aa8-1,{},,Limited polygyny (1850),21264,,,,20556,1850
,,,153,1.0,EA009-Aa9-1,{},,Limited polygyny (1910) [Hatsa Kindiga Tribe],21265,,Hatsa Kindiga Tribe,,20557,1910
,,,153,1.0,EA009-Ac12-1,{},,Limited polygyny (1920),21291,,,,20583,1920
,,,153,1.0,EA009-Ac13-1,{},,Limited polygyny (1950),21292,,,,20584,1950
,,,153,1.0,EA009-Ac14-1,{},,Limited polygyny (1900),21293,,,,20585,1900
,,,153,1.0,EA009-Ac33-1,{},,Limited polygyny (1940),21313,,,,20605,1940
,,,153,1.0,EA009-Ac34-1,{},,Limited polygyny (1940),21314,,,,20606,1940
,,,153,1.0,EA009-Ac35-1,{},,Limited polygyny (1900),21315,,,,20607,1900
"As an alternative to a high bride-price and avunculocal residence, a very small bride-price may be paid; in which case residence is usually alternately uxorilocal and avunculocal for periods of 5-6 years each",,,153,1.0,EA009-Ac4-1,{},,"Limited polygyny (1910) [with special reference to the Bushoong, the central subtribe]",21320,,"with special reference to the Bushoong, the central subtribe",,20612,1910
,,,153,1.0,EA009-Ac5-1,{},,Limited polygyny (1920),21325,,,,20617,1920
,,,153,1.0,EA009-Ac7-1,{},,Limited polygyny (1920),21327,,,,20619,1920
,,,153,1.0,EA009-Ad14-1,{},,Limited polygyny (1930) [Morogoro District],21335,,Morogoro District,,20627,1930
,,,153,1.0,EA009-Ad31-1,{},,Limited polygyny (1910),21354,,,,20646,1910
,,,153,1.0,EA009-Ad33-1,{},,Limited polygyny (1900),21356,,,,20648,1900
,,,153,1.0,EA009-Ad38-1,{},,Limited polygyny (1910),21361,,,,20653,1910
,,,153,1.0,EA009-Ad39-1,{},,Limited polygyny (1950),21362,,,,20654,1950
,,,153,1.0,EA009-Ad41-1,{},,Limited polygyny (1930),21365,,,,20657,1930
,,,153,1.0,EA009-Ad50-1,{},,Limited polygyny (1900) [with special reference to the Mountain Kaguru],21375,,with special reference to the Mountain Kaguru,,20667,1900
,,,153,1.0,EA009-Ad51-1,{},,Limited polygyny (1930),21376,,,,20668,1930
,,,153,1.0,EA009-Ae35-1,{},,Limited polygyny (1900),21409,,,,20701,1900
,,,153,1.0,EA009-Ae41-1,{},,Limited polygyny (1940),21416,,,,20708,1940
,,,153,1.0,EA009-Ag18-1,{},,Limited polygyny (1930),21507,,,,20799,1930
,,,153,1.0,EA009-Ag21-1,{},,Limited polygyny (1910),21511,,,,20803,1910
,,,153,1.0,EA009-Ag3-1,{},,Limited polygyny (1930),21520,,,,20812,1930
,,,153,1.0,EA009-Ag44-1,{},,Limited polygyny (1910),21536,,,,20828,1910
But earlier sources report extended families,,,153,1.0,EA009-Ag8-1,{},,Limited polygyny (1910) [with special reference to the Coniagui],21550,,with special reference to the Coniagui,,20842,1910
