comment,confidence,description,domainelement_pk,frequency,id,jsondata,markup_description,name,pk,source,sub_case,value_float,valueset_pk,year
,,,129,1.0,EA006-Ae54-1,{},,Bride-wealth (1950),17625,,,,16917,1950
,,,129,1.0,EA006-Ae55-1,{},,Bride-wealth (1950),17626,,,,16918,1950
,,,129,1.0,EA006-Ae57-1,{},,Bride-wealth (1930),17628,,,,16920,1930
,,,129,1.0,EA006-Ae59-1,{},,Bride-wealth (1950) [with special reference to the Ngie subtribe],17630,,with special reference to the Ngie subtribe,,16922,1950
,,,129,1.0,EA006-Ae6-1,{},,Bride-wealth (1930) [with special reference to the Bena Kalundwe],17631,,with special reference to the Bena Kalundwe,,16923,1930
,,,129,1.0,EA006-Ae7-1,{},,Bride-wealth (1910),17632,,,,16924,1910
,,,129,1.0,EA006-Ae9-1,{},,Bride-wealth (1950),17634,,,,16926,1950
,,,129,1.0,EA006-Af1-1,{},,Bride-wealth (1890) [City and environs of Abomey],17635,,City and environs of Abomey,,16927,1890
,,,129,1.0,EA006-Af10-1,{},,Bride-wealth (1930),17636,,,,16928,1930
,,,129,1.0,EA006-Af11-1,{},,Bride-wealth (1920),17637,,,,16929,1920
,,,129,1.0,EA006-Af12-1,{},,Bride-wealth (1930) [with special reference to the Kwahu],17638,,with special reference to the Kwahu,,16930,1930
,,,129,1.0,EA006-Af14-1,{},,Bride-wealth (1930),17640,,,,16932,1930
,,,129,1.0,EA006-Af15-1,{},,Bride-wealth (1920),17641,,,,16933,1920
,,,129,1.0,EA006-Af16-1,{},,Bride-wealth (1910),17642,,,,16934,1910
,,,129,1.0,EA006-Af17-1,{},,Bride-wealth (1900),17643,,,,16935,1900
,,,129,1.0,EA006-Af19-1,{},,Bride-wealth (1950),17645,,,,16937,1950
,,,129,1.0,EA006-Af2-1,{},,Bride-wealth (1950),17646,,,,16938,1950
,,,129,1.0,EA006-Af20-1,{},,Bride-wealth (1910),17647,,,,16939,1910
"Alternatively code ""3"", token bride price, in which case children belong to their mother's group",,,129,1.0,EA006-Af21-1,{},,Bride-wealth (1920) [with special reference to the Kalabari],17648,,with special reference to the Kalabari,,16940,1920
,,,129,1.0,EA006-Af23-1,{},,Bride-wealth (1950) [with special reference to the village of Mgbom],17650,,with special reference to the village of Mgbom,,16942,1950
,,,129,1.0,EA006-Af25-1,{},,Bride-wealth (1930),17652,,,,16944,1930
"Or alternatively bride service (code ""2"") plus token bride price (code ""3""), in which case children belong to the mother's kin group",,,129,1.0,EA006-Af26-1,{},,Bride-wealth (1900) [with special reference to the Etsako],17653,,with special reference to the Etsako,,16945,1900
"Formerly also code ""6,"" exchange of a sister or female relative",,,129,1.0,EA006-Af29-1,{},,Bride-wealth (1950),17656,,,,16948,1950
,,,129,1.0,EA006-Af3-1,{},,Bride-wealth (1900) [Kumasi State],17657,,Kumasi State,,16949,1900
,,,129,1.0,EA006-Af30-1,{},,Bride-wealth (1920),17658,,,,16950,1920
,,,129,1.0,EA006-Af31-1,{},,Bride-wealth (1960) [with special reference to the Lafia],17659,,with special reference to the Lafia,,16951,1960
,,,129,1.0,EA006-Af32-1,{},,Bride-wealth (1920) [Abeouta Province and Benin],17660,,Abeouta Province and Benin,,16952,1920
,,,129,1.0,EA006-Af33-1,{},,"Bride-wealth (1950) [Ekiti Division, Ondo Prov.]",17661,,"Ekiti Division, Ondo Prov.",,16953,1950
,,,129,1.0,EA006-Af34-1,{},,"Bride-wealth (1930) [Ife Ilesha Division, Oyo Prov.]",17662,,"Ife Ilesha Division, Oyo Prov.",,16954,1930
,,,129,1.0,EA006-Af35-1,{},,Bride-wealth (1940) [with special reference to the Krobo],17663,,with special reference to the Krobo,,16955,1940
,,,129,1.0,EA006-Af36-1,{},,Bride-wealth (1900) [with special reference to the Glidyi],17664,,with special reference to the Glidyi,,16956,1900
,,,129,1.0,EA006-Af37-1,{},,Bride-wealth (1900) [with special reference to the Akpafu],17665,,with special reference to the Akpafu,,16957,1900
,,,129,1.0,EA006-Af38-1,{},,Bride-wealth (1900),17666,,,,16958,1900
,,,129,1.0,EA006-Af39-1,{},,Bride-wealth (1900) [with special reference to the Ndenie],17667,,with special reference to the Ndenie,,16959,1900
,,,129,1.0,EA006-Af4-1,{},,Bride-wealth (1930),17668,,,,16960,1930
,,,129,1.0,EA006-Af40-1,{},,"Bride-wealth (1890) [with special reference to the Abure (Akapless, Asoko, Esuma)]",17669,,"with special reference to the Abure (Akapless, Asoko, Esuma)",,16961,1890
,,,129,1.0,EA006-Af41-1,{},,Bride-wealth (1890),17670,,,,16962,1890
,,,129,1.0,EA006-Af42-1,{},,Bride-wealth (1900),17671,,,,16963,1900
,,,129,1.0,EA006-Af43-1,{},,Bride-wealth (1930),17672,,,,16964,1930
,,,129,1.0,EA006-Af45-1,{},,Bride-wealth (1900),17674,,,,16966,1900
,,,129,1.0,EA006-Af46-1,{},,Bride-wealth (1900),17675,,,,16967,1900
,,,129,1.0,EA006-Af47-1,{},,Bride-wealth (1940),17676,,,,16968,1940
,,,129,1.0,EA006-Af48-1,{},,Bride-wealth (1850),17677,,,,16969,1850
,,,129,1.0,EA006-Af49-1,{},,Bride-wealth (1940),17678,,,,16970,1940
,,,129,1.0,EA006-Af5-1,{},,Bride-wealth (1930),17679,,,,16971,1930
,,,129,1.0,EA006-Af50-1,{},,Bride-wealth (1920),17680,,,,16972,1920
,,,129,1.0,EA006-Af51-1,{},,Bride-wealth (1920),17681,,,,16973,1920
,,,129,1.0,EA006-Af52-1,{},,Bride-wealth (1920),17682,,,,16974,1920
,,,129,1.0,EA006-Af53-1,{},,Bride-wealth (1950),17683,,,,16975,1950
,,,129,1.0,EA006-Af54-1,{},,Bride-wealth (1930),17684,,,,16976,1930
,,,129,1.0,EA006-Af55-1,{},,Bride-wealth (1950),17685,,,,16977,1950
,,,129,1.0,EA006-Af56-1,{},,Bride-wealth (1930) [with special reference to the Gio of the Ivory Coast],17686,,with special reference to the Gio of the Ivory Coast,,16978,1930
,,,129,1.0,EA006-Af57-1,{},,Bride-wealth (1910),17687,,,,16979,1910
,,,129,1.0,EA006-Af58-1,{},,Bride-wealth (1900),17688,,,,16980,1900
,,,129,1.0,EA006-Af6-1,{},,"Bride-wealth (1950) [Yoruba, with special reference to the Oyo]",17689,,"Yoruba, with special reference to the Oyo",,16981,1950
,,,129,1.0,EA006-Af7-1,{},,Bride-wealth (1950),17690,,,,16982,1950
,,,129,1.0,EA006-Af8-1,{},,Bride-wealth (1930),17691,,,,16983,1930
,,,129,1.0,EA006-Ag1-1,{},,Bride-wealth (1920) [Segou to Bamako on Niger River],17693,,Segou to Bamako on Niger River,,16985,1920
,,,129,1.0,EA006-Ag12-1,{},,Bride-wealth (1910),17696,,,,16988,1910
,,,129,1.0,EA006-Ag13-1,{},,Bride-wealth (1910),17697,,,,16989,1910
,,,129,1.0,EA006-Ag15-1,{},,Bride-wealth (1930),17699,,,,16991,1930
,,,129,1.0,EA006-Ag19-1,{},,Bride-wealth (1930) [with special reference to the Felup],17703,,with special reference to the Felup,,16995,1930
,,,129,1.0,EA006-Ag2-1,{},,"Bride-wealth (1950) [with special reference to Massi (Moshi) of Yatenga; (for those of Ouagadougou, see Ag47)]",17704,,"with special reference to Massi (Moshi) of Yatenga; (for those of Ouagadougou, see Ag47)",,16996,1950
,,,129,1.0,EA006-Ag20-1,{},,Bride-wealth (1930),17705,,,,16997,1930
,,,129,1.0,EA006-Ag21-1,{},,Bride-wealth (1910),17706,,,,16998,1910
,,,129,1.0,EA006-Ag22-1,{},,Bride-wealth (1920) [with special reference to those of Sine],17707,,with special reference to those of Sine,,16999,1920
,,,129,1.0,EA006-Ag23-1,{},,Bride-wealth (1910),17708,,,,17000,1910
,,,129,1.0,EA006-Ag24-1,{},,Bride-wealth (1910),17709,,,,17001,1910
,,,129,1.0,EA006-Ag25-1,{},,Bride-wealth (1900),17710,,,,17002,1900
,,,129,1.0,EA006-Ag26-1,{},,Bride-wealth (1930),17711,,,,17003,1930
,,,129,1.0,EA006-Ag27-1,{},,Bride-wealth (1910),17712,,,,17004,1910
,,,129,1.0,EA006-Ag28-1,{},,Bride-wealth (1930),17713,,,,17005,1930
,,,129,1.0,EA006-Ag31-1,{},,Bride-wealth (1910),17717,,,,17009,1910
,,,129,1.0,EA006-Ag32-1,{},,Bride-wealth (1900),17718,,,,17010,1900
,,,129,1.0,EA006-Ag33-1,{},,Bride-wealth (1920),17719,,,,17011,1920
,,,129,1.0,EA006-Ag36-1,{},,Bride-wealth (1950),17722,,,,17014,1950
,,,129,1.0,EA006-Ag37-1,{},,Bride-wealth (1910),17723,,,,17015,1910
,,,129,1.0,EA006-Ag38-1,{},,Bride-wealth (1910),17724,,,,17016,1910
,,,129,1.0,EA006-Ag39-1,{},,Bride-wealth (1910),17725,,,,17017,1910
,,,129,1.0,EA006-Ag4-1,{},,Bride-wealth (1930) [Tallensi Tribe],17726,,Tallensi Tribe,,17018,1930
,,,129,1.0,EA006-Ag40-1,{},,Bride-wealth (1910),17727,,,,17019,1910
,,,129,1.0,EA006-Ag41-1,{},,Bride-wealth (1920),17728,,,,17020,1920
,,,129,1.0,EA006-Ag42-1,{},,Bride-wealth (1910),17729,,,,17021,1910
,,,129,1.0,EA006-Ag44-1,{},,Bride-wealth (1910),17731,,,,17023,1910
,,,129,1.0,EA006-Ag46-1,{},,Bride-wealth (1920),17733,,,,17025,1920
,,,129,1.0,EA006-Ag47-1,{},,Bride-wealth (1900) [with special reference to those of Ouagadougou (see Ag2 for those of Yatenga)],17734,,with special reference to those of Ouagadougou (see Ag2 for those of Yatenga),,17026,1900
,,,129,1.0,EA006-Ag48-1,{},,Bride-wealth (1890),17735,,,,17027,1890
,,,129,1.0,EA006-Ag5-1,{},,Bride-wealth (1930),17737,,,,17029,1930
,,,129,1.0,EA006-Ag52-1,{},,Bride-wealth (1950),17740,,,,17032,1950
,,,129,1.0,EA006-Ag53-1,{},,Bride-wealth (1960) [with special reference to those of Garango],17741,,with special reference to those of Garango,,17033,1960
,,,129,1.0,EA006-Ag54-1,{},,Bride-wealth (1910),17742,,,,17034,1910
,,,129,1.0,EA006-Ag6-1,{},,Bride-wealth (1890),17743,,,,17035,1890
,,,129,1.0,EA006-Ag7-1,{},,Bride-wealth (1930),17744,,,,17036,1930
,,,129,1.0,EA006-Ag9-1,{},,Bride-wealth (1930),17746,,,,17038,1930
,,,129,1.0,EA006-Ah10-1,{},,Bride-wealth (1920),17748,,,,17040,1920
,,,129,1.0,EA006-Ah14-1,{},,Bride-wealth (1920),17752,,,,17044,1920
,,,129,1.0,EA006-Ah15-1,{},,Bride-wealth (1920),17753,,,,17045,1920
,,,129,1.0,EA006-Ah16-1,{},,Bride-wealth (1900),17754,,,,17046,1900
,,,129,1.0,EA006-Ah17-1,{},,Bride-wealth (1930),17755,,,,17047,1930
,,,129,1.0,EA006-Ah18-1,{},,Bride-wealth (1930),17756,,,,17048,1930
,,,129,1.0,EA006-Ah2-1,{},,Bride-wealth (1920),17758,,,,17050,1920
,,,129,1.0,EA006-Ah20-1,{},,Bride-wealth (1920),17759,,,,17051,1920
,,,129,1.0,EA006-Ah21-1,{},,Bride-wealth (1920),17760,,,,17052,1920
,,,129,1.0,EA006-Ah22-1,{},,Bride-wealth (1900),17761,,,,17053,1900
,,,129,1.0,EA006-Ah25-1,{},,Bride-wealth (1920),17764,,,,17056,1920
,,,129,1.0,EA006-Ah27-1,{},,Bride-wealth (1920),17766,,,,17058,1920
,,,129,1.0,EA006-Ah28-1,{},,Bride-wealth (1920) [with special reference to the Lekon subtribe],17767,,with special reference to the Lekon subtribe,,17059,1920
,,,129,1.0,EA006-Ah30-1,{},,Bride-wealth (1920),17770,,,,17062,1920
,,,129,1.0,EA006-Ah31-1,{},,Bride-wealth (1910),17771,,,,17063,1910
,,,129,1.0,EA006-Ah32-1,{},,Bride-wealth (1920),17772,,,,17064,1920
,,,129,1.0,EA006-Ah33-1,{},,Bride-wealth (1920),17773,,,,17065,1920
,,,129,1.0,EA006-Ah34-1,{},,Bride-wealth (1920) [with special reference to the Malabu],17774,,with special reference to the Malabu,,17066,1920
,,,129,1.0,EA006-Ah35-1,{},,Bride-wealth (1920),17775,,,,17067,1920
,,,129,1.0,EA006-Ah36-1,{},,Bride-wealth (1920),17776,,,,17068,1920
,,,129,1.0,EA006-Ah37-1,{},,Bride-wealth (1920),17777,,,,17069,1920
,,,129,1.0,EA006-Ah38-1,{},,Bride-wealth (1930),17778,,,,17070,1930
,,,129,1.0,EA006-Ah39-1,{},,Bride-wealth (1950),17779,,,,17071,1950
