comment,confidence,description,domainelement_pk,frequency,id,jsondata,markup_description,name,pk,source,sub_case,value_float,valueset_pk,year
,,,178,1.0,EA012-Ia3-1,{},,Ambilocal (1920) [Kiangan Group],25753,,Kiangan Group,,25045,1920
,,,178,1.0,EA012-Ia4-1,{},,Ambilocal (1950) [with special reference to the Eastern Subanun],25754,,with special reference to the Eastern Subanun,,25046,1950
,,,178,1.0,EA012-Ib1-1,{},,"Ambilocal (1950) [Ulu Ai Group, Baleh]",25760,,"Ulu Ai Group, Baleh",,25052,1950
,,,178,1.0,EA012-Ib8-1,{},,Ambilocal (1900) [with special reference to the Ridan group],25767,,with special reference to the Ridan group,,25059,1900
,,,178,1.0,EA012-Ic1-1,{},,Ambilocal (1940) [Borongloe],25768,,Borongloe,,25060,1940
,,,178,1.0,EA012-Ie34-1,{},,Ambilocal (1960),25820,,,,25112,1960
,,,178,1.0,EA012-If3-1,{},,Ambilocal (1940) [With special reference to the inhabitants of Majuro],25842,,With special reference to the inhabitants of Majuro,,25134,1940
,,,178,1.0,EA012-If4-1,{},,Ambilocal (1940) [with special reference to the inhabitants of Ifaluk atoll],25843,,with special reference to the inhabitants of Ifaluk atoll,,25135,1940
,,,178,1.0,EA012-Ig3-1,{},,Ambilocal (1930),25863,,,,25155,1930
,,,178,1.0,EA012-Ig8-1,{},,Ambilocal (1910),25868,,,,25160,1910
,,,178,1.0,EA012-Ii1-1,{},,Ambilocal (1920) [with special reference to American Samoa],25883,,with special reference to American Samoa,,25175,1920
,,,178,1.0,EA012-Ii7-1,{},,Ambilocal (1910),25892,,,,25184,1910
,,,178,1.0,EA012-Ij5-1,{},,Ambilocal (1900),25900,,,,25192,1900
,,,178,1.0,EA012-Ij6-1,{},,Ambilocal (1800),25901,,,,25193,1800
,,,178,1.0,EA012-Ij8-1,{},,Ambilocal (1900),25903,,,,25195,1900
,,,178,1.0,EA012-Na12-1,{},,Ambilocal (1950),25908,,,,25200,1950
,,,178,1.0,EA012-Na14-1,{},,Ambilocal (1880),25910,,,,25202,1880
,,,178,1.0,EA012-Na2-1,{},,Ambilocal (1880),25915,,,,25207,1880
,,,178,1.0,EA012-Na21-1,{},,Ambilocal (1900),25917,,,,25209,1900
,,,178,1.0,EA012-Na37-1,{},,Ambilocal (1880),25934,,,,25226,1880
,,,178,1.0,EA012-Na5-1,{},,"Ambilocal (1890) [with special reference to the northern bands (Barren Ground, Ungava, White Whale River)]",25943,,"with special reference to the northern bands (Barren Ground, Ungava, White Whale River)",,25235,1890
,,,178,1.0,EA012-Nb33-1,{},,Ambilocal (1860),25974,,,,25266,1860
,,,178,1.0,EA012-Nb37-1,{},,Ambilocal (1860),25978,,,,25270,1860
,,,178,1.0,EA012-Nb39-1,{},,Ambilocal (1860),25980,,,,25272,1860
,,,178,1.0,EA012-Nc15-1,{},,Ambilocal (1860),25993,,,,25285,1860
,,,178,1.0,EA012-Nc17-1,{},,Ambilocal (1860) [with special reference to those of Kalekau],25995,,with special reference to those of Kalekau,,25287,1860
,,,178,1.0,EA012-Nc18-1,{},,"Ambilocal (1860) [Clear Lake, Village of Cignon]",25996,,"Clear Lake, Village of Cignon",,25288,1860
,,,178,1.0,EA012-Nc20-1,{},,Ambilocal (1860),25999,,,,25291,1860
,,,178,1.0,EA012-Nc22-1,{},,Ambilocal (1850) [with special reference to the Hill Patwin],26000,,with special reference to the Hill Patwin,,25292,1850
,,,178,1.0,EA012-Nd15-1,{},,Ambilocal (1880),26026,,,,25318,1880
,,,178,1.0,EA012-Nd21-1,{},,Ambilocal (1870),26033,,,,25325,1870
,,,178,1.0,EA012-Nd23-1,{},,Ambilocal (1870),26035,,,,25327,1870
,,,178,1.0,EA012-Nd24-1,{},,Ambilocal (1870),26036,,,,25328,1870
Not specifically reported; inferred from the adjacent Tasiget Paiute,,,178,1.0,EA012-Nd26-1,{},,Ambilocal (1870),26038,,,,25330,1870
,,,178,1.0,EA012-Nd28-1,{},,Ambilocal (1870),26040,,,,25332,1870
,,,178,1.0,EA012-Nd29-1,{},,Ambilocal (1870) [including the Deep Springs Valley and Fish Lake Valley groups],26041,,including the Deep Springs Valley and Fish Lake Valley groups,,25333,1870
,,,178,1.0,EA012-Nd33-1,{},,Ambilocal (1870) [including the Belted Range group],26046,,including the Belted Range group,,25338,1870
,,,178,1.0,EA012-Nd34-1,{},,Ambilocal (1870),26047,,,,25339,1870
,,,178,1.0,EA012-Nd37-1,{},,Ambilocal (1870),26050,,,,25342,1870
,,,178,1.0,EA012-Nd38-1,{},,Ambilocal (1870),26051,,,,25343,1870
,,,178,1.0,EA012-Nd39-1,{},,Ambilocal (1870) [including the Shoshoni of Snake and Antelope Valleys],26052,,including the Shoshoni of Snake and Antelope Valleys,,25344,1870
,,,178,1.0,EA012-Nd42-1,{},,"Ambilocal (1870) [including the Carlin, Halleck, and Wells groups]",26056,,"including the Carlin, Halleck, and Wells groups",,25348,1870
,,,178,1.0,EA012-Nd45-1,{},,Ambilocal (1860),26059,,,,25351,1860
,,,178,1.0,EA012-Nd5-1,{},,Ambilocal (1870),26064,,,,25356,1870
,,,178,1.0,EA012-Nd52-1,{},,"Ambilocal (1860) [including the Suwuntsu (St. George), Gunlock, and Uinkaret groups of Southern Paiute]",26066,,"including the Suwuntsu (St. George), Gunlock, and Uinkaret groups of Southern Paiute",,25358,1860
,,,178,1.0,EA012-Nd54-1,{},,Ambilocal (1860) [Colorado River Reservation],26068,,Colorado River Reservation,,25360,1860
,,,178,1.0,EA012-Nd55-1,{},,"Ambilocal (1860) [including the Pahrump, Ash Medows, and Tule Springs groups]",26069,,"including the Pahrump, Ash Medows, and Tule Springs groups",,25361,1860
,,,178,1.0,EA012-Nd6-1,{},,Ambilocal (1850),26074,,,,25366,1850
,,,178,1.0,EA012-Nd66-1,{},,Ambilocal (1870) [with exdlusive reference to the Northeastern Yavapai],26081,,with exdlusive reference to the Northeastern Yavapai,,25373,1870
,,,178,1.0,EA012-Nd67-1,{},,Ambilocal (1870),26082,,,,25374,1870
,,,178,1.0,EA012-Ne16-1,{},,Ambilocal (1800),26092,,,,25384,1800
,,,178,1.0,EA012-Ne3-1,{},,Ambilocal (1870) [Comanche Tribe],26098,,Comanche Tribe,,25390,1870
,,,178,1.0,EA012-Nf7-1,{},,Ambilocal (1830) [Tama Reservation],26116,,Tama Reservation,,25408,1830
,,,178,1.0,EA012-Ng4-1,{},,Ambilocal (1900),26127,,,,25419,1900
,,,178,1.0,EA012-Nh12-1,{},,Ambilocal (1920),26136,,,,25428,1920
,,,178,1.0,EA012-Nh13-1,{},,Ambilocal (1920),26137,,,,25429,1920
,,,178,1.0,EA012-Nh21-1,{},,Ambilocal (1850) [Fort Mohave and Colorado River Reservation],26146,,Fort Mohave and Colorado River Reservation,,25438,1850
,,,178,1.0,EA012-Nh23-1,{},,Ambilocal (1870),26148,,,,25440,1870
,,,178,1.0,EA012-Nh27-1,{},,Ambilocal (1930),26152,,,,25444,1930
,,,178,1.0,EA012-Ni3-1,{},,Ambilocal (1920) [Huichol Tribe],26162,,Huichol Tribe,,25454,1920
,,,178,1.0,EA012-Sa3-1,{},,Ambilocal (1930),26191,,,,25483,1930
,,,178,1.0,EA012-Sb5-1,{},,Ambilocal (1950),26202,,,,25494,1950
,,,178,1.0,EA012-Sc3-1,{},,Ambilocal (1930) [Barama River],26218,,Barama River,,25510,1930
,,,178,1.0,EA012-Sd4-1,{},,Ambilocal (1950),26228,,,,25520,1950
,,,178,1.0,EA012-Sd7-1,{},,Ambilocal (1950),26231,,,,25523,1950
,,,178,1.0,EA012-Sd8-1,{},,Ambilocal (1950),26232,,,,25524,1950
,,,178,1.0,EA012-Sg5-1,{},,Ambilocal (1900) [with special reference to the southern bands],26259,,with special reference to the southern bands,,25551,1900
,,,178,1.0,EA012-Sh2-1,{},,Ambilocal (1850),26261,,,,25553,1850
,,,178,1.0,EA012-Sh8-1,{},,Ambilocal (1964) [with special reference to those of the Argentine Chaco],26267,,with special reference to those of the Argentine Chaco,,25559,1964
,,,178,1.0,EA012-Sj3-1,{},,Ambilocal (1910) [Duque de Caxias Reservation],26282,,Duque de Caxias Reservation,,25574,1910
,,,179,1.0,EA012-Ac3-1,{},,Avuncu-uxorilocal (1900) [Zambia branch],25102,,Zambia branch,,24394,1900
,,,179,1.0,EA012-Ac37-1,{},,Avuncu-uxorilocal (1950),25110,,,,24402,1950
,,,179,1.0,EA012-Ac42-1,{},,Avuncu-uxorilocal (1900),25116,,,,24408,1900
,,,179,1.0,EA012-Ac5-1,{},,Avuncu-uxorilocal (1920),25118,,,,24410,1920
Alternating Matrilocal and Avunculocal for periods of a year at a time,,,179,1.0,EA012-Ig5-1,{},,Avuncu-uxorilocal (1920),25865,,,,25157,1920
,,,180,1.0,EA012-Ac28-1,{},,Avuncu-virilocal (1930),25100,,,,24392,1930
,,,180,1.0,EA012-Ac30-1,{},,Avuncu-virilocal (1940),25103,,,,24395,1940
The relative incidence of avunculocal and virilocal residence is unclear,,,180,1.0,EA012-Ae38-1,{},,Avuncu-virilocal (1920),25205,,,,24497,1920
,,,180,1.0,EA012-Af42-1,{},,Avuncu-virilocal (1900),25268,,,,24560,1900
"But wives often remain in their natal homes, not joining the household of their husband",,,180,1.0,EA012-Ag35-1,{},,Avuncu-virilocal (1910),25318,,,,24610,1910
,,,180,1.0,EA012-Ah2-1,{},,Avuncu-virilocal (1920),25354,,,,24646,1920
,,,180,1.0,EA012-Ah28-1,{},,Avuncu-virilocal (1920) [with special reference to the Lekon subtribe],25363,,with special reference to the Lekon subtribe,,24655,1920
,,,180,1.0,EA012-Ah32-1,{},,Avuncu-virilocal (1920),25368,,,,24660,1920
"Virilocal (code ""10"") after an initial period until death of HuFa, then Avunculocal (code ""1"")",,,180,1.0,EA012-Cc9-1,{},,Avuncu-virilocal (1920) [Ahaggaren tribe],25543,,Ahaggaren tribe,,24835,1920
"Or possibly Ambilocal (code ""2"")",,,180,1.0,EA012-Ig14-1,{},,Avuncu-virilocal (1900),25854,,,,25146,1900
,,,180,1.0,EA012-Ig7-1,{},,Avuncu-virilocal (1950),25867,,,,25159,1950
,,,181,1.0,EA012-Ac38-1,{},,Matrilocal (1910),25111,,,,24403,1910
,,,181,1.0,EA012-Ac39-1,{},,Matrilocal (1920),25112,,,,24404,1920
,,,181,1.0,EA012-Ac40-1,{},,Matrilocal (1900),25114,,,,24406,1900
,,,181,1.0,EA012-Ac7-1,{},,Matrilocal (1920),25120,,,,24412,1920
,,,181,1.0,EA012-Ad14-1,{},,Matrilocal (1930) [Morogoro District],25128,,Morogoro District,,24420,1930
At least initially,,,181,1.0,EA012-Ad27-1,{},,Matrilocal (1880),25142,,,,24434,1880
,,,181,1.0,EA012-Ad28-1,{},,Matrilocal (1880),25143,,,,24435,1880
,,,181,1.0,EA012-Ad50-1,{},,Matrilocal (1900) [with special reference to the Mountain Kaguru],25168,,with special reference to the Mountain Kaguru,,24460,1900
,,,181,1.0,EA012-Ag18-1,{},,Matrilocal (1930),25299,,,,24591,1930
,,,181,1.0,EA012-Ah29-1,{},,Matrilocal (1920),25364,,,,24656,1920
,,,181,1.0,EA012-Eh4-1,{},,Matrilocal (1900) [with special reference to the Rock Vedda],25700,,with special reference to the Rock Vedda,,24992,1900
"In each family one daughter marries her FaSiSo, residence being both matrilocal and avunculocal; other daughters live inmatrilocal, neolocal, or even virilocal residence",,,181,1.0,EA012-Ei1-1,{},,Matrilocal (1900) [Rengsanggr],25706,,Rengsanggr,,24998,1900
,,,181,1.0,EA012-Ei8-1,{},,Matrilocal (1900) [with special reference to those of the Jaintia Hills],25724,,with special reference to those of the Jaintia Hills,,25016,1900
,,,181,1.0,EA012-Ej10-1,{},,Matrilocal (1950) [Ko-Sier Village],25727,,Ko-Sier Village,,25019,1950
,,,181,1.0,EA012-Ej11-1,{},,Matrilocal (1950) [with special reference to the non-Muslim Cham of Vietnam],25728,,with special reference to the non-Muslim Cham of Vietnam,,25020,1950
,,,181,1.0,EA012-Ej16-1,{},,Matrilocal (1958) [Inas District],25733,,Inas District,,25025,1958
,,,181,1.0,EA012-Ej2-1,{},,Matrilocal (1940) [with special reference to the village of Sar Luk],25734,,with special reference to the village of Sar Luk,,25026,1940
,,,181,1.0,EA012-Ia9-1,{},,Matrilocal (1930) [with special reference to the southern Ami],25759,,with special reference to the southern Ami,,25051,1930
,,,181,1.0,EA012-Ic3-1,{},,Matrilocal (1950) [with special reference to the Mountain Belu],25774,,with special reference to the Mountain Belu,,25066,1950
,,,181,1.0,EA012-Ie30-1,{},,Matrilocal (1950),25816,,,,25108,1950
,,,181,1.0,EA012-If10-1,{},,Matrilocal (1940),25833,,,,25125,1940
,,,181,1.0,EA012-If12-1,{},,Matrilocal (1940),25835,,,,25127,1940
,,,181,1.0,EA012-If13-1,{},,Matrilocal (1900),25836,,,,25128,1900
,,,181,1.0,EA012-If15-1,{},,Matrilocal (1930),25838,,,,25130,1930
,,,181,1.0,EA012-If16-1,{},,Matrilocal (1960),25839,,,,25131,1960
,,,181,1.0,EA012-If17-1,{},,Matrilocal (1900) [with special reference to the island of Jaluit],25840,,with special reference to the island of Jaluit,,25132,1900
,,,181,1.0,EA012-If2-1,{},,Matrilocal (1940) [Romonum Island],25841,,Romonum Island,,25133,1940
,,,181,1.0,EA012-If5-1,{},,Matrilocal (1910),25844,,,,25136,1910
,,,181,1.0,EA012-Ig4-1,{},,Matrilocal (1930) [Lesu Village],25864,,Lesu Village,,25156,1930
,,,181,1.0,EA012-Ih6-1,{},,Matrilocal (1890),25879,,,,25171,1890
,,,181,1.0,EA012-Na19-1,{},,Matrilocal (1880) [with special reference to the Hwitsowitenne],25914,,with special reference to the Hwitsowitenne,,25206,1880
,,,181,1.0,EA012-Na4-1,{},,Matrilocal (1920) [Upper Liard and Dease River Group],25937,,Upper Liard and Dease River Group,,25229,1920
,,,181,1.0,EA012-Ne15-1,{},,Matrilocal (1860) [Hidatsa Village],26091,,Hidatsa Village,,25383,1860
,,,181,1.0,EA012-Ne6-1,{},,Matrilocal (1830),26101,,,,25393,1830
,,,181,1.0,EA012-Nf6-1,{},,Matrilocal (1867) [Skidi Band or subtribe],26115,,Skidi Band or subtribe,,25407,1867
,,,181,1.0,EA012-Ng1-1,{},,Matrilocal (1640) [Bear and Cord Subtribes],26119,,Bear and Cord Subtribes,,25411,1640
,,,181,1.0,EA012-Ng10-1,{},,Matrilocal (1750) [with special reference to the Seneca tribe],26120,,with special reference to the Seneca tribe,,25412,1750
,,,181,1.0,EA012-Ng12-1,{},,Matrilocal (1760),26122,,,,25414,1760
,,,181,1.0,EA012-Ng14-1,{},,Matrilocal,26124,,,,25416,
,,,181,1.0,EA012-Ng2-1,{},,Matrilocal (1940) [with special reference to the Cow Creek band],26125,,with special reference to the Cow Creek band,,25417,1940
,,,181,1.0,EA012-Ng3-1,{},,Matrilocal (1750) [Upper division in Alabama],26126,,Upper division in Alabama,,25418,1750
,,,181,1.0,EA012-Ng5-1,{},,Matrilocal (1750),26128,,,,25420,1750
,,,181,1.0,EA012-Ng6-1,{},,Matrilocal (1700) [with special reference to the Munsee],26129,,with special reference to the Munsee,,25421,1700
,,,181,1.0,EA012-Ng8-1,{},,Matrilocal (1560),26131,,,,25423,1560
,,,181,1.0,EA012-Nh14-1,{},,Matrilocal (1920),26138,,,,25430,1920
,,,181,1.0,EA012-Nh17-1,{},,Matrilocal (1870),26141,,,,25433,1870
,,,181,1.0,EA012-Nh18-1,{},,Matrilocal (1920) [Old Oraiibi],26142,,Old Oraiibi,,25434,1920
,,,181,1.0,EA012-Nh2-1,{},,Matrilocal (1950),26144,,,,25436,1950
,,,181,1.0,EA012-Nh3-1,{},,Matrilocal (1930),26153,,,,25445,1930
,,,181,1.0,EA012-Nh4-1,{},,Matrilocal (1910) [Pueblo],26154,,Pueblo,,25446,1910
,,,181,1.0,EA012-Nh7-1,{},,Matrilocal (1890),26157,,,,25449,1890
,,,181,1.0,EA012-Sa14-1,{},,Matrilocal,26186,,,,25478,
,,,181,1.0,EA012-Sb1-1,{},,Matrilocal (1650) [Dominica Island],26198,,Dominica Island,,25490,1650
,,,181,1.0,EA012-Sc10-1,{},,Matrilocal (1900),26208,,,,25500,1900
,,,181,1.0,EA012-Sc18-1,{},,Matrilocal (1960),26216,,,,25508,1960
,,,181,1.0,EA012-Si1-1,{},,Matrilocal (1920) [Kejara],26269,,Kejara,,25561,1920
,,,181,1.0,EA012-Sj4-1,{},,Matrilocal (1930) [Ramcocamecra or Canella],26283,,Ramcocamecra or Canella,,25575,1930
,,,181,1.0,EA012-Sj7-1,{},,Matrilocal (1920),26285,,,,25577,1920
,,,182,1.0,EA012-Ad1-1,{},,Neolocal (1950),25123,,,,24415,1950
,,,182,1.0,EA012-Ad11-1,{},,Neolocal (1930),25125,,,,24417,1930
,,,182,1.0,EA012-Ad16-1,{},,Neolocal (1920),25130,,,,24422,1920
,,,182,1.0,EA012-Ad6-1,{},,Neolocal (1930) [Age villages of Mwaya and Masoko],25170,,Age villages of Mwaya and Masoko,,24462,1930
,,,182,1.0,EA012-Ad7-1,{},,Neolocal (1880) [Kyaddondo district (V: Kampala)],25171,,Kyaddondo district (V: Kampala),,24463,1880
,,,182,1.0,EA012-Ca1-1,{},,Neolocal (1930) [Town of Buso],25457,,Town of Buso,,24749,1930
,,,182,1.0,EA012-Ca32-1,{},,Neolocal (1860),25482,,,,24774,1860
"Permanent residence, according to Tucci, is at a place chosen by the bride's father but at a distance from his home",,,182,1.0,EA012-Ca33-1,{},,Neolocal (1860),25483,,,,24775,1860
,,,182,1.0,EA012-Cd6-1,{},,Neolocal (-1400) [with special reference to the New Empire],25561,,with special reference to the New Empire,,24853,-1400
,,,182,1.0,EA012-Ce3-1,{},,Neolocal (100) [City and environs of Rome],25567,,City and environs of Rome,,24859,100
,,,182,1.0,EA012-Ce5-1,{},,Neolocal (1960) [with special reference to the inhabitants of the city of Naples and its immediate environs],25569,,with special reference to the inhabitants of the city of Naples and its immediate environs,,24861,1960
,,,182,1.0,EA012-Ce6-1,{},,Neolocal (1950) [with special reference to the inhabitants of Andalusia],25570,,with special reference to the inhabitants of Andalusia,,24862,1950
,,,182,1.0,EA012-Cf1-1,{},,Neolocal (1920) [Small City in Connecticut],25573,,Small City in Connecticut,,24865,1920
,,,182,1.0,EA012-Cf3-1,{},,Neolocal (1930),25575,,,,24867,1930
,,,182,1.0,EA012-Cf4-1,{},,Neolocal (1940) [with special reference to the village of Cruz das Almas near Sao Paulo],25576,,with special reference to the village of Cruz das Almas near Sao Paulo,,24868,1940
,,,182,1.0,EA012-Cf5-1,{},,Neolocal (1930),25577,,,,24869,1930
,,,182,1.0,EA012-Cg5-1,{},,Neolocal (1950),25582,,,,24874,1950
,,,182,1.0,EA012-Ch10-1,{},,Neolocal (1910),25584,,,,24876,1910
,,,182,1.0,EA012-Ch11-1,{},,Neolocal (1955) [Viriatino Village],25585,,Viriatino Village,,24877,1955
,,,182,1.0,EA012-Ch2-1,{},,Neolocal (1890),25586,,,,24878,1890
,,,182,1.0,EA012-Ch4-1,{},,Neolocal (1900),25588,,,,24880,1900
"Inferred from the report that small patrilocal extended families, characteristic of the early nineteenth century, had practically disappeared by 1900",,,182,1.0,EA012-Ci3-1,{},,Neolocal (1900) [with special reference to the Kayakent group of eastern Dagestan],25599,,with special reference to the Kayakent group of eastern Dagestan,,24891,1900
,,,182,1.0,EA012-Ed15b-1,{},,"Neolocal (1936) [Kaihsienkung Village, Chekiang]",25653,,"Kaihsienkung Village, Chekiang",,24945,1936
,,,182,1.0,EA012-Ei3-1,{},,Neolocal (1950) [Nondwin Village],25719,,Nondwin Village,,25011,1950
,,,182,1.0,EA012-Ej15-1,{},,Neolocal (1292) [with special reference to the city and environs of Angkor Wat in 1292],25732,,with special reference to the city and environs of Angkor Wat in 1292,,25024,1292
,,,182,1.0,EA012-Ej5-1,{},,Neolocal (1950),25737,,,,25029,1950
,,,182,1.0,EA012-Ej6-1,{},,Neolocal (1920) [of the Mergui Archipelago],25738,,of the Mergui Archipelago,,25030,1920
,,,182,1.0,EA012-Ej9-1,{},,Neolocal (1940),25741,,,,25033,1940
,,,182,1.0,EA012-Ia12-1,{},,Neolocal (1950),25745,,,,25037,1950
