comment,confidence,description,domainelement_pk,frequency,id,jsondata,markup_description,name,pk,source,sub_case,value_float,valueset_pk,year
,,,560,1.0,EA066-Ag42-1,{},,Absence of distinctions (1910),77879,,,,77171,1910
,,,560,1.0,EA066-Ag48-1,{},,Absence of distinctions (1890),77883,,,,77175,1890
,,,560,1.0,EA066-Ag49-1,{},,Absence of distinctions (1930),77884,,,,77176,1930
,,,560,1.0,EA066-Ag5-1,{},,Absence of distinctions (1930),77885,,,,77177,1930
,,,560,1.0,EA066-Ag50-1,{},,Absence of distinctions (1910),77886,,,,77178,1910
,,,560,1.0,EA066-Ag51-1,{},,Absence of distinctions (1940),77887,,,,77179,1940
,,,560,1.0,EA066-Ag54-1,{},,Absence of distinctions (1910),77888,,,,77180,1910
,,,560,1.0,EA066-Ag7-1,{},,Absence of distinctions (1930),77890,,,,77182,1930
,,,560,1.0,EA066-Ag8-1,{},,Absence of distinctions (1910) [with special reference to the Coniagui],77891,,with special reference to the Coniagui,,77183,1910
,,,560,1.0,EA066-Ah1-1,{},,Absence of distinctions (1930) [Zaria Province],77893,,Zaria Province,,77185,1930
,,,560,1.0,EA066-Ah10-1,{},,Absence of distinctions (1920),77894,,,,77186,1920
,,,560,1.0,EA066-Ah13-1,{},,Absence of distinctions (1930) [with special reference to the Liliwa],77895,,with special reference to the Liliwa,,77187,1930
,,,560,1.0,EA066-Ah14-1,{},,Absence of distinctions (1920),77896,,,,77188,1920
,,,560,1.0,EA066-Ah19-1,{},,Absence of distinctions (1930),77899,,,,77191,1930
,,,560,1.0,EA066-Ah20-1,{},,Absence of distinctions (1920),77901,,,,77193,1920
,,,560,1.0,EA066-Ah22-1,{},,Absence of distinctions (1900),77902,,,,77194,1900
,,,560,1.0,EA066-Ah24-1,{},,Absence of distinctions (1920),77903,,,,77195,1920
,,,560,1.0,EA066-Ah25-1,{},,Absence of distinctions (1920),77904,,,,77196,1920
,,,560,1.0,EA066-Ah26-1,{},,Absence of distinctions (1920),77905,,,,77197,1920
,,,560,1.0,EA066-Ah28-1,{},,Absence of distinctions (1920) [with special reference to the Lekon subtribe],77906,,with special reference to the Lekon subtribe,,77198,1920
,,,560,1.0,EA066-Ah29-1,{},,Absence of distinctions (1920),77907,,,,77199,1920
,,,560,1.0,EA066-Ah3-1,{},,Absence of distinctions (1920) [Tar of Benue Province],77908,,Tar of Benue Province,,77200,1920
,,,560,1.0,EA066-Ah30-1,{},,Absence of distinctions (1920),77909,,,,77201,1920
,,,560,1.0,EA066-Ah31-1,{},,Absence of distinctions (1910),77910,,,,77202,1910
,,,560,1.0,EA066-Ah32-1,{},,Absence of distinctions (1920),77911,,,,77203,1920
,,,560,1.0,EA066-Ah33-1,{},,Absence of distinctions (1920),77912,,,,77204,1920
,,,560,1.0,EA066-Ah35-1,{},,Absence of distinctions (1920),77914,,,,77206,1920
,,,560,1.0,EA066-Ah37-1,{},,Absence of distinctions (1920),77916,,,,77208,1920
,,,560,1.0,EA066-Ah38-1,{},,Absence of distinctions (1930),77917,,,,77209,1930
,,,560,1.0,EA066-Ah39-1,{},,Absence of distinctions (1950),77918,,,,77210,1950
,,,560,1.0,EA066-Ah4-1,{},,Absence of distinctions (1920),77919,,,,77211,1920
,,,560,1.0,EA066-Ah5-1,{},,Absence of distinctions (1930),77920,,,,77212,1930
,,,560,1.0,EA066-Ah6-1,{},,Absence of distinctions (1920),77921,,,,77213,1920
,,,560,1.0,EA066-Ah7-1,{},,Absence of distinctions (1940),77922,,,,77214,1940
,,,560,1.0,EA066-Ah9-1,{},,Absence of distinctions (1920),77924,,,,77216,1920
,,,560,1.0,EA066-Ai1-1,{},,Absence of distinctions (1920),77925,,,,77217,1920
,,,560,1.0,EA066-Ai12-1,{},,Absence of distinctions (1950),77928,,,,77220,1950
,,,560,1.0,EA066-Ai13-1,{},,Absence of distinctions (1920),77929,,,,77221,1920
,,,560,1.0,EA066-Ai2-1,{},,Absence of distinctions (1940),77931,,,,77223,1940
,,,560,1.0,EA066-Ai20-1,{},,Absence of distinctions (1910),77932,,,,77224,1910
,,,560,1.0,EA066-Ai22-1,{},,Absence of distinctions (1890),77934,,,,77226,1890
,,,560,1.0,EA066-Ai23-1,{},,Absence of distinctions (1920),77935,,,,77227,1920
,,,560,1.0,EA066-Ai24-1,{},,Absence of distinctions (1900),77936,,,,77228,1900
,,,560,1.0,EA066-Ai25-1,{},,Absence of distinctions (1950),77937,,,,77229,1950
,,,560,1.0,EA066-Ai26-1,{},,Absence of distinctions (1920),77938,,,,77230,1920
,,,560,1.0,EA066-Ai28-1,{},,Absence of distinctions (1910),77939,,,,77231,1910
,,,560,1.0,EA066-Ai29-1,{},,Absence of distinctions (1920),77940,,,,77232,1920
,,,560,1.0,EA066-Ai30-1,{},,Absence of distinctions (1920),77942,,,,77234,1920
,,,560,1.0,EA066-Ai32-1,{},,Absence of distinctions (1920),77944,,,,77236,1920
,,,560,1.0,EA066-Ai33-1,{},,Absence of distinctions (1940),77945,,,,77237,1940
,,,560,1.0,EA066-Ai34-1,{},,Absence of distinctions (1880),77946,,,,77238,1880
,,,560,1.0,EA066-Ai35-1,{},,Absence of distinctions (1870),77947,,,,77239,1870
,,,560,1.0,EA066-Ai36-1,{},,Absence of distinctions (1920),77948,,,,77240,1920
,,,560,1.0,EA066-Ai37-1,{},,Absence of distinctions (1940),77949,,,,77241,1940
,,,560,1.0,EA066-Ai41-1,{},,Absence of distinctions (1930),77953,,,,77245,1930
,,,560,1.0,EA066-Ai42-1,{},,Absence of distinctions (1940),77954,,,,77246,1940
,,,560,1.0,EA066-Ai43-1,{},,Absence of distinctions (1930),77955,,,,77247,1930
,,,560,1.0,EA066-Ai46-1,{},,Absence of distinctions (1930),77957,,,,77249,1930
,,,560,1.0,EA066-Ai47-1,{},,Absence of distinctions (1939) [Northern division],77958,,Northern division,,77250,1939
,,,560,1.0,EA066-Ai5-1,{},,Absence of distinctions (1920),77959,,,,77251,1920
,,,560,1.0,EA066-Ai7-1,{},,Absence of distinctions (1910),77961,,,,77253,1910
,,,560,1.0,EA066-Ai8-1,{},,Absence of distinctions (1930),77962,,,,77254,1930
,,,560,1.0,EA066-Ai9-1,{},,Absence of distinctions (1910) [Around Yagoua in Cameroon],77963,,Around Yagoua in Cameroon,,77255,1910
,,,560,1.0,EA066-Aj1-1,{},,Absence of distinctions (1950),77964,,,,77256,1950
But there is a royal lineage,,,560,1.0,EA066-Aj10-1,{},,Absence of distinctions (1920),77965,,,,77257,1920
,,,560,1.0,EA066-Aj11-1,{},,Absence of distinctions (1900),77966,,,,77258,1900
,,,560,1.0,EA066-Aj14-1,{},,Absence of distinctions (1931),77969,,,,77261,1931
,,,560,1.0,EA066-Aj19-1,{},,Absence of distinctions (1920),77973,,,,77265,1920
,,,560,1.0,EA066-Aj2-1,{},,Absence of distinctions (1900) [Kisonko or Southern Masai of Tanzania],77974,,Kisonko or Southern Masai of Tanzania,,77266,1900
,,,560,1.0,EA066-Aj23-1,{},,Absence of distinctions (1950),77976,,,,77268,1950
,,,560,1.0,EA066-Aj26-1,{},,Absence of distinctions (1910),77978,,,,77270,1910
,,,560,1.0,EA066-Aj28-1,{},,Absence of distinctions (1940),77979,,,,77271,1940
,,,560,1.0,EA066-Aj29-1,{},,Absence of distinctions (1950),77980,,,,77272,1950
,,,560,1.0,EA066-Aj3-1,{},,Absence of distinctions (1930),77981,,,,77273,1930
,,,560,1.0,EA066-Aj5-1,{},,Absence of distinctions (1920),77983,,,,77275,1920
,,,560,1.0,EA066-Aj7-1,{},,Absence of distinctions (1910),77985,,,,77277,1910
,,,560,1.0,EA066-Aj9-1,{},,Absence of distinctions (1920),77987,,,,77279,1920
,,,560,1.0,EA066-Ca11-1,{},,Absence of distinctions (1890),77990,,,,77282,1890
,,,560,1.0,EA066-Ca14-1,{},,Absence of distinctions (1950),77992,,,,77284,1950
,,,560,1.0,EA066-Ca17-1,{},,Absence of distinctions (1950),77993,,,,77285,1950
,,,560,1.0,EA066-Ca19-1,{},,Absence of distinctions (1950),77994,,,,77286,1950
,,,560,1.0,EA066-Ca21-1,{},,Absence of distinctions (1950),77996,,,,77288,1950
,,,560,1.0,EA066-Ca22-1,{},,Absence of distinctions (1950),77997,,,,77289,1950
,,,560,1.0,EA066-Ca32-1,{},,Absence of distinctions (1860),78004,,,,77296,1860
,,,560,1.0,EA066-Ca33-1,{},,Absence of distinctions (1860),78005,,,,77297,1860
,,,560,1.0,EA066-Ca5-1,{},,Absence of distinctions (1930),78014,,,,77306,1930
,,,560,1.0,EA066-Cb10-1,{},,Absence of distinctions (1920),78018,,,,77310,1920
,,,560,1.0,EA066-Cb21-1,{},,Absence of distinctions (1930),78024,,,,77316,1930
,,,560,1.0,EA066-Cb24-1,{},,Absence of distinctions (1950) [Wodaabe of Niger],78027,,Wodaabe of Niger,,77319,1950
,,,560,1.0,EA066-Cb5-1,{},,Absence of distinctions (1910),78032,,,,77324,1910
,,,560,1.0,EA066-Cd4-1,{},,Absence of distinctions (1890),78070,,,,77362,1890
But class and caste distinctions and slavery are well developed among the lowland Shluh,,,560,1.0,EA066-Cd5-1,{},,Absence of distinctions (1920) [with special reference to those of the Grand Atlas Mountains],78071,,with special reference to those of the Grand Atlas Mountains,,77363,1920
,,,560,1.0,EA066-Cd8-1,{},,Absence of distinctions (1910),78074,,,,77366,1910
"But 'complex stratification' (code ""5"") in the urban population",,,560,1.0,EA066-Ce1-1,{},,Absence of distinctions (1900) [Mountain Gheg of No. Albania],78075,,Mountain Gheg of No. Albania,,77367,1900
,,,560,1.0,EA066-Cf3-1,{},,Absence of distinctions (1930),78085,,,,77377,1930
,,,560,1.0,EA066-Ci2-1,{},,Absence of distinctions (1930),78107,,,,77399,1930
,,,560,1.0,EA066-Cj8-1,{},,Absence of distinctions (1930) [with special reference to those of Mount Carmel in Israel],78119,,with special reference to those of Mount Carmel in Israel,,77411,1930
,,,560,1.0,EA066-Eb4-1,{},,Absence of distinctions (1940) [with special reference to the Botaha area],78137,,with special reference to the Botaha area,,77429,1940
,,,560,1.0,EA066-Ec1-1,{},,Absence of distinctions (1920) [Sakhalin Island],78141,,Sakhalin Island,,77433,1920
,,,560,1.0,EA066-Ec6-1,{},,Absence of distinctions (1850) [Upper Kolyma River],78148,,Upper Kolyma River,,77440,1850
,,,560,1.0,EA066-Ec7-1,{},,Absence of distinctions (1900) [Saru Basin in Hokkaido],78149,,Saru Basin in Hokkaido,,77441,1900
,,,560,1.0,EA066-Ec8-1,{},,Absence of distinctions (1900),78150,,,,77442,1900
,,,560,1.0,EA066-Ec9-1,{},,Absence of distinctions (1920),78151,,,,77443,1920
,,,560,1.0,EA066-Ed4-1,{},,Absence of distinctions (1940) [with special reference to the Magpie (Yachio) Miao],78157,,with special reference to the Magpie (Yachio) Miao,,77449,1940
,,,560,1.0,EA066-Ef1-1,{},,Absence of distinctions (1940) [Bankura and Berghum Districts],78170,,Bankura and Berghum Districts,,77462,1940
,,,560,1.0,EA066-Eg1-1,{},,Absence of distinctions (1940) [with special reference to the forest group],78178,,with special reference to the forest group,,77470,1940
,,,560,1.0,EA066-Eg13-1,{},,Absence of distinctions (1941) [Bastar State],78180,,Bastar State,,77472,1941
,,,560,1.0,EA066-Eg14-1,{},,Absence of distinctions (1940) [with special reference to those of the Bison Hills],78181,,with special reference to those of the Bison Hills,,77473,1940
,,,560,1.0,EA066-Eg4-1,{},,Absence of distinctions (1900) [Toda Tribe],78184,,Toda Tribe,,77476,1900
,,,560,1.0,EA066-Eg9-1,{},,Absence of distinctions (1930),78187,,,,77479,1930
,,,560,1.0,EA066-Eh1-1,{},,Absence of distinctions (1870),78188,,,,77480,1870
,,,560,1.0,EA066-Eh4-1,{},,Absence of distinctions (1900) [with special reference to the Rock Vedda],78191,,with special reference to the Rock Vedda,,77483,1900
,,,560,1.0,EA066-Eh5-1,{},,Absence of distinctions (1890) [Car Nicobar of North Islands],78192,,Car Nicobar of North Islands,,77484,1890
,,,560,1.0,EA066-Ej14-1,{},,Absence of distinctions (1960) [with special reference to the eastern Semai],78217,,with special reference to the eastern Semai,,77509,1960
,,,560,1.0,EA066-Ej16-1,{},,Absence of distinctions (1958) [Inas District],78219,,Inas District,,77511,1958
,,,560,1.0,EA066-Ej3-1,{},,Absence of distinctions (1920) [Jehai Group or subtribe],78221,,Jehai Group or subtribe,,77513,1920
,,,560,1.0,EA066-Ej6-1,{},,Absence of distinctions (1920) [of the Mergui Archipelago],78224,,of the Mergui Archipelago,,77516,1920
,,,560,1.0,EA066-Ej7-1,{},,Absence of distinctions (1950),78225,,,,77517,1950
,,,560,1.0,EA066-Ia1-1,{},,Absence of distinctions (1930) [Atayal Tribe (but exdluding Sedeq)],78228,,Atayal Tribe (but exdluding Sedeq),,77520,1930
,,,560,1.0,EA066-Ia10-1,{},,Absence of distinctions (1930),78229,,,,77521,1930
,,,560,1.0,EA066-Ia14-1,{},,Absence of distinctions (1930),78233,,,,77525,1930
,,,560,1.0,EA066-Ia15-1,{},,Absence of distinctions (1920) [with special reference to those of the Agusan Valley],78234,,with special reference to those of the Agusan Valley,,77526,1920
,,,560,1.0,EA066-Ia4-1,{},,Absence of distinctions (1950) [with special reference to the Eastern Subanun],78238,,with special reference to the Eastern Subanun,,77530,1950
,,,560,1.0,EA066-Ia5-1,{},,Absence of distinctions (1950),78239,,,,77531,1950
,,,560,1.0,EA066-Ia9-1,{},,Absence of distinctions (1930) [with special reference to the southern Ami],78243,,with special reference to the southern Ami,,77535,1930
,,,560,1.0,EA066-Ib1-1,{},,"Absence of distinctions (1950) [Ulu Ai Group, Baleh]",78244,,"Ulu Ai Group, Baleh",,77536,1950
,,,560,1.0,EA066-Ib7-1,{},,Absence of distinctions (1920) [with special reference to those of North Pageh],78250,,with special reference to those of North Pageh,,77542,1920
,,,560,1.0,EA066-Ib8-1,{},,Absence of distinctions (1900) [with special reference to the Ridan group],78251,,with special reference to the Ridan group,,77543,1900
,,,560,1.0,EA066-Ic10-1,{},,Absence of distinctions (1910) [Tobelo District],78253,,Tobelo District,,77545,1910
"But 'dual stratification' (code ""4"") on the coast",,,560,1.0,EA066-Ic12-1,{},,Absence of distinctions (1951) [with special reference to the village of Rarak in Western Sumbawa],78255,,with special reference to the village of Rarak in Western Sumbawa,,77547,1951
,,,560,1.0,EA066-Ic8-1,{},,Absence of distinctions (1890),78262,,,,77554,1890
,,,560,1.0,EA066-Id1-1,{},,Absence of distinctions (1900) [Alice Springs and environs],78264,,Alice Springs and environs,,77556,1900
,,,560,1.0,EA066-Id10-1,{},,Absence of distinctions (1930),78265,,,,77557,1930
,,,560,1.0,EA066-Id11-1,{},,Absence of distinctions (1950),78266,,,,77558,1950
,,,560,1.0,EA066-Id12-1,{},,Absence of distinctions (1930),78267,,,,77559,1930
,,,560,1.0,EA066-Id13-1,{},,Absence of distinctions (1930),78268,,,,77560,1930
,,,560,1.0,EA066-Id2-1,{},,Absence of distinctions (1930),78269,,,,77561,1930
,,,560,1.0,EA066-Id3-1,{},,Absence of distinctions (1920) [Tiwi Tribe: Melville Island],78270,,Tiwi Tribe: Melville Island,,77562,1920
,,,560,1.0,EA066-Id4-1,{},,Absence of distinctions (1900),78271,,,,77563,1900
,,,560,1.0,EA066-Id5-1,{},,Absence of distinctions (1910),78272,,,,77564,1910
,,,560,1.0,EA066-Id6-1,{},,Absence of distinctions (1920) [with special reference to the Archer River group],78273,,with special reference to the Archer River group,,77565,1920
,,,560,1.0,EA066-Id8-1,{},,Absence of distinctions (1830),78274,,,,77566,1830
,,,560,1.0,EA066-Id9-1,{},,Absence of distinctions (1910),78275,,,,77567,1910
,,,560,1.0,EA066-Ie11-1,{},,Absence of distinctions (1950),78278,,,,77570,1950
,,,560,1.0,EA066-Ie12-1,{},,Absence of distinctions (1930) [Hongwam subtribe; Rumbima],78279,,Hongwam subtribe; Rumbima,,77571,1930
,,,560,1.0,EA066-Ie13-1,{},,Absence of distinctions (1920),78280,,,,77572,1920
,,,560,1.0,EA066-Ie14-1,{},,Absence of distinctions (1900),78281,,,,77573,1900
,,,560,1.0,EA066-Ie15-1,{},,Absence of distinctions (1930) [Kalabu; Northern Abelam],78282,,Kalabu; Northern Abelam,,77574,1930
,,,560,1.0,EA066-Ie16-1,{},,Absence of distinctions (1940),78283,,,,77575,1940
,,,560,1.0,EA066-Ie18-1,{},,Absence of distinctions (1940) [Bamol Village],78285,,Bamol Village,,77577,1940
,,,560,1.0,EA066-Ie19-1,{},,Absence of distinctions (1910) [with special reference to the coastal inhabitants],78286,,with special reference to the coastal inhabitants,,77578,1910
